,vocal sdr,bass sdr,drums sdr,other sdr,Overall sdr,vocal isr,bass isr,drums isr,other isr,Overall isr,vocal sir,bass sir,drums sir,other sir,Overall sir,vocal sar,bass sar,drums sar,other sar,Overall sar,Pred vocal sdr,Pred bass sdr,Pred drums sdr,Pred other sdr,Pred Overall sdr,Pred vocal isr,Pred bass isr,Pred drums isr,Pred other isr,Pred Overall isr,Pred vocal sir,Pred bass sir,Pred drums sir,Pred other sir,Pred Overall sir,Pred vocal sar,Pred bass sar,Pred drums sar,Pred other sar,Pred Overall sar
0,2.33387043978605,2.00032146240255,13.1992554592595,10.0429436304406,6.89409774797216,10.4062959489947,8.30396738961785,15.0555931564014,14.0901333516443,11.9639974616646,inf,inf,inf,inf,inf,4.20187457237035,2.93026232374148,16.3116211131159,11.2517607700763,8.67387969482599,5.30842094862736,5.24415069356835,19.3003559565377,20.070901791028,12.4809573474404,17.512912465704,10.7173656359227,24.3533152946798,34.0570081096671,21.6601503764934,inf,inf,inf,inf,inf,5.22381919905342,9.64984562846453,20.5848992398699,20.149271777064,13.9019589611129
1,9.96753358787368,10.1332217565318,13.1176531452833,14.3722427522023,11.8976628104728,11.6295444416878,14.6114678601173,25.298593147421,32.956347337323,21.1239881966373,inf,inf,inf,inf,inf,12.4499644379201,10.347189618026,12.9400463941662,14.3407424220972,12.5194857180524,17.7224822459656,20.0875153423913,11.6853004810544,6.68843666669131,14.0459336840257,26.3542934351956,30.6005557177103,20.1057661730056,12.6075017490332,22.4170292687362,inf,inf,inf,inf,inf,17.9951598619959,20.5015214338467,13.1433693401851,9.66501098853129,15.3262654061397
2,9.51505553100709,10.5941665857597,9.6020371708829,11.6245958477522,10.3339637838505,11.3031818242127,11.3702325452014,13.2092568780084,13.8189998531786,12.4254177751503,inf,inf,inf,inf,inf,12.2566202755799,16.2009528694574,10.0126846142794,13.9919880468346,13.1155614515378,17.7229168850958,11.0917940369382,17.0097813356263,18.11467795048,15.9847925520351,24.0278313349198,22.5062133485429,19.5340344412783,28.3238032582767,23.5979705957544,inf,inf,inf,inf,inf,18.4276524671951,10.7550593995734,19.7167734891238,18.140053963979,16.7598848299678
3,7.42481639007494,15.4614219816545,13.4041765263236,15.1966915514903,12.8717766123858,13.9679144171446,18.3929529739287,15.9356721598442,16.987142936393,16.3209206218276,inf,inf,inf,inf,inf,7.38647882496851,17.582763954566,19.1319694069582,18.8505954150412,15.7379519003835,11.8008554163577,13.4505704442346,7.75851640516163,17.2062969505151,12.5540598040672,28.7475413997546,19.1776926195096,26.894434667112,20.6165508941464,23.8590548951306,inf,inf,inf,inf,inf,12.1464928196673,15.7745264078109,7.5126309452072,17.8687189781463,13.3255922877079
4,-0.182916822463231,14.4426075421467,10.1733376469586,11.1408239345339,8.89346307529399,11.2381164606111,21.1754502213871,11.0954620714557,11.4214495895601,13.7326195857535,inf,inf,inf,inf,inf,-0.845039436488161,14.7961322077981,14.7839782993741,20.6799946403069,12.3537664277477,4.15877220940621,14.6094871150522,13.0842657779063,10.5807966780197,10.6083304450961,21.8798541903723,16.757412654299,15.2976941775015,19.1814672009411,18.2791070557785,inf,inf,inf,inf,inf,3.50751905894205,19.9467445822078,15.6894911797473,10.1930363257186,12.3341977866539
5,-1.18011598727479,14.7796888291221,5.93660312198533,5.61807185174927,6.28856195389549,22.8850045362449,18.4587032874877,11.140405643321,18.6540703178888,17.7845459462356,inf,inf,inf,inf,inf,-1.23097249514,17.7577542713023,5.32392873218283,4.91059349193892,6.69032600007102,2.15661869110601,18.7667828786538,12.874509831774,8.77208175787073,10.6424982898511,13.0390738616204,24.2434447025907,14.7620326861388,25.008026488052,19.2631444346005,inf,inf,inf,inf,inf,9.85446882073376,20.7828118973089,17.4600634042336,9.28992726846655,14.3468178476857
6,9.58308739672541,12.1217673107745,10.3888744130161,6.99784806099149,9.77289429537686,13.3421413470213,14.0758271913541,12.4816027215455,11.3156971499504,12.8038171024678,inf,inf,inf,inf,inf,10.0657672077468,14.7434106880841,12.3556818025806,6.24357296929798,10.8521081669274,16.4637427470267,16.7075363910012,16.4441671104742,13.6854318408154,15.8252195223294,27.1692762652782,26.0159265955363,17.7380261886153,18.0611184680414,22.2460868793678,inf,inf,inf,inf,inf,16.4905782299888,16.8143149823681,20.8678770256159,14.5173792494658,17.1725373718597
7,17.5690754384481,9.13862653463648,4.18969499467929,11.554995279935,10.6130980619247,29.8608033602559,9.79670760377017,22.4850448545631,14.6868449455611,19.2073501910376,inf,inf,inf,inf,inf,17.6060045113943,15.110914429609,3.65529345691412,13.1748964776883,12.3867772189015,9.78663533265446,12.2339971584565,14.6440143265546,17.1466106834134,13.4528143752697,13.7776534069693,15.1461034510038,24.0777021144282,31.2702633864562,21.0679305897144,inf,inf,inf,inf,inf,14.0997517537423,14.106747286574,15.8311161937062,17.5608375045097,15.399613184633
8,-32.8144395242286,10.7968311402274,20.3920635915586,3.69584422594275,0.517574858375055,8.88924100397199,18.7747398444919,26.2567171294532,10.7388043375921,16.1648755788773,inf,inf,inf,inf,inf,-35.4322554841968,10.5566758608539,21.2824695359158,1.71593998291227,-0.469292526128704,-44.8371059325585,16.5878812162247,18.671426727479,9.55183935553819,-0.00648965832916648,1.38811696883855,18.467715840507,20.9375731771137,17.3531179731217,14.5366309898953,inf,inf,inf,inf,inf,-43.0728522329879,22.0619855797266,22.8264373734322,8.99637481496551,2.70298638378412
9,18.2019746536341,4.89991244866868,12.3186135829379,15.732467896495,12.7882421454339,21.8551234564566,28.1495347991145,24.1889968613954,19.1679257409227,23.3403952144723,inf,inf,inf,inf,inf,20.1244999128584,4.76823179041585,12.0738128386153,17.3806486464396,13.5867982970823,12.3801587597325,3.28204241849659,13.9165783871184,10.9057199771398,10.1211248856218,13.5847584593405,12.5459397386947,20.8839479137304,19.501779190939,16.6291063256762,inf,inf,inf,inf,inf,20.6158405178326,5.41558801531124,15.5778173604635,12.3984245528133,13.5019176116052
